city,state,latitude,longitude
Pascoag,RI,41.95565,-71.70229
Pawtucket,RI,41.87871,-71.38256
Pawtuxet,RI,41.76288,-71.39005
Peace Dale,RI,41.45121,-71.49867
Peck Corner,RI,41.75788,-71.34033
Perryville,RI,41.39982,-71.56117
Pettaquamscutt Lake Shores,RI,41.49316,-71.44589
Phenix,RI,41.71982,-71.53256
Phillipsdale,RI,41.84704,-71.36589
Pine Hill,RI,41.57788,-71.62729
Places Corner,RI,41.62482,-71.512
Plum Beach,RI,41.52427,-71.41589
Plum Point,RI,41.53066,-71.42228
Pocasset,RI,41.75538,-71.44061
Pocasset Heights,RI,41.6301,-71.2506
Point Judith,RI,41.36538,-71.48672
Ponaganset (historical),RI,41.79315,-71.67312
Pontiac,RI,41.73121,-71.47867
Portsmouth,RI,41.60232,-71.25033
Portsmouth Park,RI,41.61844,-71.24088
Potowomut,RI,41.66399,-71.422
Potter Hill,RI,41.41371,-71.79896
Pottersville,RI,41.5251,-71.13282
Potterville,RI,41.71871,-71.66951
Primrose,RI,41.95427,-71.55645
Providence,RI,41.82399,-71.41283
Prudence Park,RI,41.60427,-71.32977
Purgatory,RI,41.48399,-71.2756
Quidnessett,RI,41.62732,-71.45339
Quidnick,RI,41.69649,-71.53701
Quinnville,RI,41.9326,-71.43339
Quonochontaug,RI,41.33566,-71.7084
Quonochontaug Beach (historical),RI,41.33232,-71.72446
Rice City,RI,41.71399,-71.75368
River Point,RI,41.71704,-71.51728
River View,RI,41.71121,-71.37005
Riverside,RI,41.76732,-71.36478
Rockland (historical),RI,41.78704,-71.66673
Rockville,RI,41.51982,-71.76118
Rocky Brook,RI,41.45371,-71.50339
Rocky Point,RI,41.69732,-71.36922
Rodman Crossing (historical),RI,41.43899,-71.48672
Round Top,RI,41.99982,-71.70035
Rumford,RI,41.84538,-71.352
Sachuest,RI,41.48038,-71.24144
Sakonnet,RI,41.4626,-71.19449
Saundersville,RI,41.81566,-71.57423
Sayles Bleachery,RI,41.8951,-71.41422
Saylesville,RI,41.89871,-71.41311
Saylesville Highlands,RI,41.89093,-71.42089
Scarborough Hills,RI,41.38871,-71.47728
Saunderstown,RI,41.50788,-71.4245
Seaweed Beach,RI,41.37094,-71.48978
Shady Harbor,RI,41.34871,-71.7209
Shady Lea,RI,41.53566,-71.46478
Shannock,RI,41.44843,-71.63673
Shawomet,RI,41.71705,-71.37561
Shelter Harbor,RI,41.34177,-71.73006
Shore Acres,RI,41.5826,-71.43617
Shippee Corner,RI,41.64316,-71.52173
Silver Spring,RI,41.78927,-71.36755
Silver Hook,RI,41.76149,-71.41783
Simmonsville,RI,41.80121,-71.50145
Simmons Corner,RI,41.8151,-71.73396
Six Corners,RI,41.82038,-71.36811
Slatersville,RI,42.00038,-71.57979
Slocum,RI,41.53066,-71.51617
Smithfield,RI,41.92204,-71.54951
Snug Harbor,RI,41.38899,-71.52006
Sockanosset,RI,41.75288,-71.46423
Social,RI,42.00399,-71.50839
South Ferry,RI,41.49232,-71.42117
South Foster,RI,41.82288,-71.70368
South Hopkinton,RI,41.41204,-71.75868
South Portsmouth,RI,41.54482,-71.26116
South Scituate (historical),RI,41.77899,-71.60645
Sowams (historical),RI,41.73093,-71.28644
Spencers Corner,RI,41.65732,-71.52673
Spragueville,RI,41.89065,-71.54117
Spring Grove,RI,41.91315,-71.65257
Spring Lake,RI,41.67982,-71.5759
Spring Green,RI,41.7401,-71.41172
Stillmanville,RI,41.39149,-71.82285
Stillwater,RI,41.90788,-71.52256
Tarkiln,RI,41.9551,-71.60618
Tarbox Corner,RI,41.64177,-71.54645
Thornton,RI,41.79427,-71.47839
Tiverton,RI,41.62594,-71.21338
Tiverton Four Corners,RI,41.57094,-71.18782
Touisset Highlands,RI,41.70982,-71.24116
Tower Hill (historical),RI,41.46788,-71.46228
Tripps Corner,RI,41.5426,-71.6009
Tuckertown,RI,41.43038,-71.54256
Tuckertown Four Corners,RI,41.42843,-71.55923
Tug Hollow,RI,41.55982,-71.64506
Union Village,RI,41.99121,-71.53923
Usquepaug,RI,41.50316,-71.60895
Valley Falls,RI,41.90677,-71.39061
Vaughn Hollow,RI,41.71954,-71.7559
Vernon,RI,41.71927,-71.71729
Vue de l'eau,RI,41.78788,-71.36922
Wakefield,RI,41.43732,-71.50145
Waldron Corners,RI,41.87399,-71.60284
Wallum Lake (historical),RI,41.99926,-71.76063
Wanskuck,RI,41.85343,-71.43672
Warren,RI,41.73038,-71.28255
Warwick,RI,41.7001,-71.41617
Washington,RI,41.68843,-71.56673
Watch Hill,RI,41.31371,-71.84979
Waterford,RI,42.0126,-71.5384
Wayland (historical),RI,41.77816,-71.46811
Weekapaug,RI,41.33093,-71.75507
Wescott Beach,RI,41.88649,-71.68979
West Barrington,RI,41.74371,-71.34144
West Glocester,RI,41.91676,-71.79229
West Greenville,RI,41.8776,-71.57145
West Kingston,RI,41.48316,-71.55145
West Warwick,RI,41.69689,-71.52194
Westcott,RI,41.71482,-71.49562
Westerly,RI,41.3776,-71.82729
Whale Rock Light (historical),RI,41.44427,-71.42339
Whipple,RI,41.96426,-71.65701
White Rock,RI,41.40038,-71.83868
Wickford,RI,41.57399,-71.46145
Wickford Junction,RI,41.57927,-71.49145
Wightmans Corner,RI,41.6201,-71.53589
Whitehall,RI,41.51427,-71.27699
Wildes Corner,RI,41.70593,-71.41783
Woodlawn,RI,41.86677,-71.39922
Woods Corner,RI,41.62371,-71.54395
Woodville,RI,41.86232,-71.44589
Wood River Junction,RI,41.43621,-71.69451
Woonsocket,RI,42.00288,-71.51478
Wyoming,RI,41.51538,-71.70146
Aberdeen,SD,45.4647,-98.48648
Academy,SD,43.45639,-99.07981
Ahnberg,SD,44.30414,-97.05701
Albee,SD,45.05219,-96.55339
Alcester,SD,43.02138,-96.63087
Alexandria,SD,43.65359,-97.78285
Alpena,SD,44.18138,-98.36565
Alsen,SD,42.9611,-96.8056
Altamont,SD,44.83969,-96.6895
Ames,SD,44.26915,-99.08482
Amherst,SD,45.73801,-97.92122
Anderson Subdivision,SD,43.51636,-96.62505
Andover,SD,45.41023,-97.9026
Andys Acres,SD,43.62942,-96.69005
Appleby,SD,44.81691,-97.05063
Argonne,SD,44.07331,-97.63868
Arlington,SD,44.36441,-97.13312
Arlington Beach,SD,44.53386,-97.09784
Armour,SD,43.3186,-98.34675
Artesian,SD,44.00915,-97.92091
Artas,SD,45.88804,-99.80651
Ashton,SD,44.99497,-98.49787
Astoria,SD,44.5583,-96.54727
Athol,SD,45.00886,-98.59649
Aurora,SD,44.28413,-96.68561
Aurora Center,SD,43.52694,-98.58981
Avon,SD,43.005,-98.0598
Badger,SD,44.48524,-97.20479
Baltic,SD,43.76136,-96.74033
Bancroft,SD,44.48803,-97.75008
Bard (historical),SD,43.70554,-97.89757
Barnard,SD,45.73247,-98.49649
Bath,SD,45.4683,-98.32371
Bath Corner,SD,45.45914,-98.32954
Beardsley,SD,43.29832,-97.98229
Beebe,SD,45.44803,-99.19539
Bemis,SD,44.83496,-96.8484
Benclare,SD,43.50553,-96.47893
Beresford,SD,43.08054,-96.77366
Betts,SD,43.70637,-98.14619
Bieglers First Addition,SD,45.55025,-98.61371
Big Springs,SD,42.93805,-96.60754
Big Stone City,SD,45.29163,-96.46283
Bijou Hills,SD,43.51805,-99.14982
Bloomingdale,SD,42.92444,-96.95671
Bloomfield,SD,44.63248,-98.09898
Bluff Center (historical),SD,42.92083,-97.08922
Blunt,SD,44.5122,-99.99207
Boekhoff Subdivision,SD,43.54331,-96.84061
Bon Homme Colony,SD,42.86417,-97.70701
Bonesteel,SD,43.07639,-98.94453
Bonilla,SD,44.58276,-98.49926
Booge,SD,43.64581,-96.46004
Bovee,SD,43.32333,-98.76897
Bowdle,SD,45.45304,-99.65401
Bradley,SD,45.09052,-97.6437
Bramhall (historical),SD,44.52026,-99.30177
Brandon,SD,43.5947,-96.57199
Brandt,SD,44.66358,-96.62422
Brentford,SD,45.16025,-98.32287
Bridgewater,SD,43.55165,-97.50757
Bristol,SD,45.34468,-97.74843
Britton,SD,45.79162,-97.75094
Broadland,SD,44.49248,-98.34926
Brookings,SD,44.31136,-96.79839
Bruce,SD,44.43802,-96.89006
Bryant,SD,44.59052,-97.4673
Burbank,SD,42.74528,-96.82921
Burdette,SD,44.70498,-98.80038
Burke,SD,43.1825,-99.29205
Burkmere,SD,45.04859,-99.31178
Bushnell,SD,44.32858,-96.64255
Butler,SD,45.25884,-97.71231
Cactus Heights,SD,43.56025,-96.66727
Canistota,SD,43.59776,-97.29062
Canova,SD,43.88109,-97.50451
Canton,SD,43.30081,-96.59282
Carlock,SD,43.08195,-99.43483
Carlton (historical),SD,44.72219,-97.82537
Carpenter,SD,44.63747,-97.91676
Carthage,SD,44.17109,-97.71647
Castlewood,SD,44.72274,-97.03007
Cavour,SD,44.36998,-98.03787
Cedar Grove Colony,SD,43.53027,-98.80786
Centerville,SD,43.11943,-96.96144
Chamberlain,SD,43.81083,-99.33066
Chancellor,SD,43.3722,-96.987
Chautauqua,SD,43.98025,-97.06006
Chester,SD,43.89497,-96.92645
Chelsea,SD,45.16859,-98.73955
Claire City,SD,45.85718,-97.1037
Claremont,SD,45.6719,-98.01566
Clark,SD,44.87774,-97.73314
Clark Colony,SD,44.78942,-97.98037
Clay Point,SD,42.90972,-96.9031
Clayton,SD,43.4436,-97.65784
Clear Lake,SD,44.7458,-96.68256
Cloverleaf Colony,SD,44.18247,-97.53702
Colfax Corner,SD,43.0111,-97.02227
Colman,SD,43.98247,-96.8145
Colome,SD,43.26056,-99.71511
Colton,SD,43.78609,-96.92756
Columbia,SD,45.61302,-98.3126
Conde,SD,45.15719,-98.09759
Corona,SD,45.33385,-96.76312
Corsica,SD,43.42527,-98.4073
Corson,SD,43.61636,-96.57171
Council House,SD,44.07777,-99.589
Country Acres,SD,43.50053,-96.8895
Country Estates Subdivision,SD,43.51526,-96.9295
Country Gables Subdivision,SD,43.58053,-96.61255
Country Village Mobile Park,SD,45.51053,-98.52537
Crandall,SD,45.15524,-97.95565
Crandon,SD,44.7747,-98.45815
Craven,SD,45.4422,-98.92511
Craven Corner,SD,45.44775,-98.92594
Cresbard,SD,45.16997,-98.94844
Crocker,SD,45.10524,-97.78481
Crooks,SD,43.6647,-96.81089
Crow Creek,SD,43.95555,-99.22316
Crow Lake,SD,43.95749,-98.73898
Cuthbert,SD,43.96776,-98.22397
Dahlberg,SD,45.85579,-97.18537
Dakota Dunes,SD,42.48749,-96.48642
Dalesburg,SD,42.97694,-96.90421
Dallas,SD,43.23611,-99.51705
Danforth,SD,44.25415,-98.88343
Dante,SD,43.03861,-98.18424
Davis,SD,43.25748,-96.99561
De Grey,SD,44.28582,-99.9179
De Smet,SD,44.38747,-97.55035
Dell Rapids,SD,43.82608,-96.70616
Delmont,SD,43.26749,-98.1623
Dempster,SD,44.63191,-96.95173
Derian Subdivision,SD,45.43831,-98.52426
Deevaan Villa Development,SD,45.50498,-98.45759
Devoe,SD,45.09164,-98.87872
Dezera,SD,43.16527,-98.50175
Diamond,SD,45.73718,-96.69146
Dimock,SD,43.47415,-97.98563
Dixon,SD,43.38333,-99.47316
Doland,SD,44.8958,-98.10065
Dolton,SD,43.49082,-97.38562
Douglas City (historical),SD,43.37916,-98.31563
Eagle,SD,43.57194,-99.09093
Duxbury,SD,45.24109,-98.49509
East Sioux Falls,SD,43.52692,-96.60866
Eden,SD,45.61662,-97.41982
Egan,SD,43.99914,-96.64894
El Rancho Acres,SD,43.50137,-96.87311
Elk Point,SD,42.68333,-96.68365
Elkton,SD,44.23608,-96.48115
Ellis,SD,43.56248,-96.83061
Ellis Corner,SD,43.60164,-96.83089
Elrod,SD,44.88635,-97.57369
Emery,SD,43.60165,-97.62257
Emmet,SD,42.98277,-96.74615
Epiphany,SD,43.84914,-97.66174
Erickson Subdivision,SD,43.60803,-96.71088
Erwin,SD,44.48747,-97.44508
Esmond,SD,44.2622,-97.77147
Estelline,SD,44.57469,-96.90228
Ethan,SD,43.54776,-97.98813
Eureka,SD,45.76943,-99.61956
Fairfax,SD,43.0275,-98.88842
Fairview,SD,43.22165,-96.49004
Fairview (historical),SD,44.38136,-97.72369
Fairview Heights,SD,42.86722,-97.52534
Farmer,SD,43.72387,-97.6884
Farwell,SD,43.85054,-97.91147
Faulkton,SD,45.03497,-99.124
Fedora,SD,44.00887,-97.79091
Ferney,SD,45.33052,-98.09787
Fisher Estates,SD,45.51942,-98.51454
Flandreau,SD,44.04942,-96.59532
Florence,SD,45.05468,-97.3298
Florence (historical),SD,44.69165,-98.98927
Foley,SD,44.83941,-97.14757
Forestburg,SD,44.02221,-98.10814
Fort Randall,SD,43.02444,-98.62425
Fort Thompson,SD,44.0686,-99.43788
Frankfort,SD,44.87664,-98.30537
Franklin,SD,43.89164,-97.06895
Frederick,SD,45.83247,-98.50621
Freeman,SD,43.35249,-97.43729
Frisby (historical),SD,45.74995,-97.93927
Froelich Addition,SD,43.58386,-96.71644
Fulton,SD,43.7247,-97.82368
Gallup,SD,45.07053,-98.49537
Gannvalley,SD,44.03333,-98.98787
Garden City,SD,44.9583,-97.58147
Garretson,SD,43.71747,-96.50282
Gary,SD,44.79246,-96.45589
Gayville,SD,42.88805,-97.17227
Geddes,SD,43.2536,-98.69536
Gederos Estates,SD,45.51331,-98.51315
Gettysburg,SD,45.01165,-99.95567
Glendale Colony,SD,44.79942,-98.28759
Glenwood (historical),SD,43.07777,-96.83504
Goodwill,SD,45.5669,-97.07008
Goodwin,SD,44.87913,-96.84868
Graceville Colony,SD,43.92886,-97.28617
Grandview,SD,43.64389,-99.29704
Grandview (historical),SD,43.39721,-98.35869
Green Trees Subdivision,SD,44.94719,-97.15591
Greenfield,SD,42.88055,-96.8456
Greenway,SD,45.9097,-99.71095
Greenwood,SD,42.92305,-98.38841
Greenwood Colony,SD,43.21332,-98.15119
Gregory,SD,43.23222,-99.43038
Grenville,SD,45.4669,-97.3937
Gretna,SD,45.45053,-99.51484
Grosse,SD,43.92722,-99.28649
Groton,SD,45.44746,-98.09871
Gros (historical),SD,45.08607,-97.94203
Grover,SD,44.81385,-97.26869
Hamill,SD,43.59472,-99.6815
Hammer,SD,45.85524,-97.02119
Harlin Addition,SD,45.4822,-98.51704
Harrisburg,SD,43.43137,-96.69727
Harrison,SD,43.42971,-98.5273
Harrold,SD,44.52443,-99.73928
Hartford,SD,43.62303,-96.94255
Hartford Beach,SD,45.40552,-96.68118
Hayward Addition,SD,43.53803,-96.79339
Hazel,SD,44.75969,-97.37952
Hecla,SD,45.88302,-98.15205
Henry,SD,44.87719,-97.46647
Hetland,SD,44.37802,-97.23507
Hiawatha Beach,SD,45.46996,-96.74451
Highmore,SD,44.52137,-99.4415
Hill Ridge Development,SD,43.55886,-96.6356
Hill Side,SD,42.93916,-96.78532
Hillhead,SD,45.83496,-97.39204
Hillside,SD,43.46888,-98.2123
Newdale Colony,SD,44.29219,-96.5206
Hillside Colony,SD,44.73886,-98.04592
Hillsview,SD,45.6647,-99.55845
Hitchcock,SD,44.6297,-98.40954
Hoffmans Trailer Court,SD,42.60694,-96.64476
Holabird,SD,44.52304,-99.59817
Holmquist,SD,45.3394,-97.65315
Hooker,SD,43.19999,-97.02477
Hosmer,SD,45.57887,-99.47484
Houghton,SD,45.76302,-98.21038
Hoven,SD,45.24359,-99.77706
Howard,SD,44.01081,-97.52674
Hub City,SD,42.9536,-96.90449
Hudson,SD,43.13026,-96.4542
Huffton,SD,45.61635,-98.09316
Humboldt,SD,43.64526,-97.07395
Huntimer,SD,43.83414,-96.93006
Hurley,SD,43.28304,-97.08922
Huron,SD,44.36332,-98.21426
Huron Colony,SD,44.56442,-98.20676
Fordham Colony,SD,44.76858,-97.90926
Ideal,SD,43.54333,-99.92151
Indian Hill Division,SD,43.57136,-96.62171
Ingberg Tracts,SD,43.55886,-96.64616
Iona,SD,43.54306,-99.42482
Ipswich,SD,45.44442,-99.02928
Irene,SD,43.08305,-97.16061
Iroquois,SD,44.36692,-97.85092
Iversons Subdivision,SD,43.52831,-96.63977
James,SD,45.46608,-98.2126
James Valley Junction,SD,44.38054,-98.29565
Jamesville,SD,43.10277,-97.48368
Java,SD,45.50332,-99.88651
Jefferson,SD,42.6025,-96.5592
Jobee Acres,SD,45.44608,-98.39426
Johnsons Addition,SD,43.65859,-96.80894
Johnsonville,SD,44.54441,-96.78561
Joubert,SD,43.42749,-98.66675
Julian (historical),SD,44.99718,-97.76842
Junius,SD,44.00636,-97.24423
Kampeska,SD,44.87996,-97.26869
Kargas Subdivision,SD,43.69304,-98.02952
Kaylor,SD,43.18805,-97.83868
Keefton (historical),SD,44.74164,-97.85731
Kennebec,SD,43.9036,-99.86178
Kidder,SD,45.88301,-97.71344
Kimball,SD,43.74667,-98.95843
Kingsburg,SD,42.91444,-97.93118
Klein Subdivision,SD,43.51831,-96.82672
Komstad (historical),SD,43.03888,-96.9031
Kones Corner,SD,44.73135,-97.10757
Kranzburg,SD,44.89246,-96.91896
Junction City,SD,42.78666,-96.78615
LaBolt,SD,45.0508,-96.67673
LaDelle,SD,44.67525,-98.11898
Lake Andes,SD,43.15638,-98.54147
Lake City,SD,45.72523,-97.41454
Lake Norden,SD,44.58052,-97.20924
Lake Preston,SD,44.36358,-97.37729
Lakeport,SD,42.90833,-97.57951
Lane,SD,44.06971,-98.42509
Langford,SD,45.60245,-97.83038
Lebanon,SD,45.0697,-99.76984
Lees Corner,SD,44.07749,-99.32538
Lennox,SD,43.35415,-96.892
Leola,SD,45.72275,-98.94094
Lesterville,SD,43.03944,-97.59562
Letcher,SD,43.89721,-98.13869
Lily,SD,45.18135,-97.68342
Lily (historical),SD,45.07079,-97.73786
Linden Beach,SD,45.40469,-96.64868
Lodi,SD,42.98249,-96.98394
Lone Tree,SD,43.97886,-96.72922
Long Hollow Housing,SD,45.68718,-97.15342
Long Lake,SD,45.85664,-99.20511
Long Lake Colony,SD,45.60664,-98.81955
Loomis,SD,43.79387,-98.10452
Lower Brule,SD,44.07888,-99.5815
Lowry,SD,45.3161,-99.98262
Loyalton,SD,45.28636,-99.27956
Lucas,SD,43.28972,-99.21649
Lyman,SD,43.8811,-99.73956
Lyons,SD,43.72303,-96.86783
Lyonville,SD,43.87777,-98.97065
Macs Corner,SD,44.25193,-99.4415
Madison,SD,44.00608,-97.11395
Madra,SD,45.92998,-99.71651
Madsen Beach,SD,45.46024,-96.73979
Manchester,SD,44.36914,-97.72064
Mansfield,SD,45.24303,-98.56287
Marion,SD,43.42304,-97.26062
Marlow,SD,45.92079,-97.38565
Marshalltown (historical),SD,42.94027,-96.90449
Martindale Addition,SD,43.58859,-96.76561
Marty,SD,42.9925,-98.42508
Marvin,SD,45.26135,-96.91257
Maxwell Colony,SD,43.18221,-97.63451
Mayfield,SD,43.08249,-97.31867
Maywood (historical),SD,43.51387,-97.94618
McCook Lake,SD,42.54166,-96.50586
McCroskey Addition,SD,43.64886,-96.69172
McKays Trailer Court,SD,42.6125,-96.64476
Meadow View Addition,SD,43.61997,-96.71116
Meckling,SD,42.8425,-97.06949
Medary,SD,44.20969,-96.78672
Melham,SD,44.55747,-97.68647
Mellette,SD,45.15442,-98.49759
Melrose Addition,SD,45.45331,-98.46287
Menno,SD,43.23971,-97.57784
Merton (historical),SD,44.76386,-97.86148
Metzgerville,SD,43.54193,-98.26258
Midway,SD,43.70331,-96.71144
Milbank,SD,45.21913,-96.63562
Milbank Subdivision,SD,45.22274,-96.60562
Millboro,SD,43.07306,-99.96901
Miller,SD,44.51831,-98.98843
Miller Dale Colony,SD,44.39998,-99.11288
Milltown,SD,43.4236,-97.80173
Mina,SD,45.43331,-98.75871
Miranda,SD,44.97192,-98.96427
Mission Hill,SD,42.92333,-97.27894
Mitchell,SD,43.70943,-98.0298
Millard,SD,45.14942,-99.19483
Moe,SD,43.1561,-96.60893
Monroe,SD,43.48637,-97.21506
Montrose,SD,43.69859,-97.18367
Moritz,SD,44.83385,-96.56117
Morningside,SD,44.36582,-98.18842
Mount Vernon,SD,43.71054,-98.26036
Nahon,SD,45.38553,-98.40648
Naomi,SD,43.33054,-96.9245
Napa Junction,SD,42.94111,-97.45367
Naples,SD,44.77163,-97.51175
New Effington,SD,45.85635,-96.92036
New Elm Springs Colony,SD,43.48887,-97.82896
New Holland,SD,43.42721,-98.60925
Newark,SD,45.92941,-97.79149
Nora,SD,42.93916,-96.70698
Norbeck,SD,45.18414,-99.21261
North Grove Addition,SD,44.43136,-96.78839
North Shore,SD,44.94858,-97.20674
North Sioux City,SD,42.52722,-96.48309
Northshore Development,SD,42.86667,-97.52812
Northville,SD,45.15553,-98.57926
Norton Acres,SD,43.5772,-96.70449
Norway Center,SD,43.12721,-96.62837
Nunda,SD,44.16219,-97.01895
Oacoma,SD,43.79611,-99.39566
Oak Hills Addition,SD,42.86667,-97.53284
Oak Park Estates,SD,43.73053,-96.49199
Ola,SD,43.60083,-99.21065
Oldham,SD,44.22747,-97.30785
Olivet,SD,43.24082,-97.67534
Onaka,SD,45.19276,-99.46623
Ordway,SD,45.57858,-98.41204
Orient,SD,44.90025,-99.08927
Orland,SD,43.89164,-97.18923
Orland (historical),SD,43.91914,-97.18201
Ortley,SD,45.33218,-97.19564
Osceola,SD,44.46747,-97.8387
Parker,SD,43.39748,-97.13645
Parkston,SD,43.39888,-97.98368
Pearl Creek Colony,SD,44.32859,-97.9137
Pearsons Corner,SD,43.16944,-97.31839
Peever,SD,45.54302,-96.9548
Peever Flats,SD,45.52385,-96.93591
Peninsula Park,SD,43.94581,-97.00923
Perkins,SD,42.86555,-98.01035
Pickstown,SD,43.06722,-98.53203
Pierpont,SD,45.49551,-97.83121
Pine Lakes Addition,SD,43.55192,-96.6356
Pitrodie (historical),SD,44.5722,-97.84759
Plainview Colony,SD,45.58164,-99.0065
Plana,SD,45.51914,-98.30926
Plankinton,SD,43.71555,-98.48509
Plano,SD,43.80609,-97.92258
Platte,SD,43.38694,-98.84453
Platte Colony,SD,43.46972,-99.12593
Pleasant Vally Development,SD,45.51887,-98.57982
Poinsett Colony,SD,44.64163,-96.90173
Polo,SD,44.77942,-99.10955
Powell,SD,45.28858,-99.03095
Prairie Queen (historical),SD,44.13192,-97.00756
Prairie Villa Mobile Court,SD,44.32915,-98.25315
Prairie Village,SD,44.00609,-97.16756
Prairie Wood Village Addition,SD,45.51108,-98.42676
Pukwana,SD,43.77805,-99.18149
Pumpkin Center,SD,43.54331,-97.08867
Putney,SD,45.56024,-98.17538
Ramona,SD,44.11942,-97.21645
Randolph,SD,45.24274,-98.20982
Rauville,SD,44.97969,-97.10591
Ravinia,SD,43.13666,-98.42675
Raymond,SD,44.91247,-97.93898
Redfield,SD,44.87581,-98.51871
Ree Heights,SD,44.51859,-99.20011
Reliance,SD,43.87888,-99.60316
Renner,SD,43.64553,-96.72838
Renner Corner,SD,43.64525,-96.71144
Reppert Addition,SD,43.57359,-96.79477
Revillo,SD,45.01663,-96.57117
Richfield Heights,SD,45.51192,-98.53871
Richland,SD,42.75944,-96.65281
Richmond,SD,45.52275,-98.61899
Richmond Heights,SD,45.50525,-98.57287
Richmond Lake Heights Development,SD,45.53887,-98.57954
River Bluff Addition,SD,43.73332,-98.06563
Riverside,SD,43.72276,-97.94841
Riverside (historical),SD,43.01944,-97.00588
Riverside Colony,SD,44.48637,-98.13926
Rockham,SD,44.90386,-98.82482
Rockport Colony,SD,43.58193,-97.83896
Roscoe,SD,45.44859,-99.33873
Rosholt,SD,45.86663,-96.73146
Roslyn,SD,45.49523,-97.49093
Roswell,SD,44.0072,-97.69591
Rowena,SD,43.52025,-96.55588
Rudebusch Corner,SD,45.42829,-97.15453
Rudolph,SD,45.34803,-98.53621
Rumpus Ridge,SD,43.58054,-97.18867
Running Water,SD,42.77,-97.98396
Ruskin Park,SD,44.00554,-98.09647
Rutland,SD,44.08942,-96.96728
Saint Charles,SD,43.08694,-99.09537
Saint Lawrence,SD,44.51776,-98.93788
Salem,SD,43.72415,-97.38895
Sand Hill Subdivision,SD,43.70276,-98.04619
Saybrook (historical),SD,42.93888,-97.14338
Schmidt Landing,SD,45.37969,-96.56089
Scotland,SD,43.14972,-97.71757
Seneca,SD,45.06164,-99.51206
Shady Beach,SD,45.40357,-96.63201
Shaw (historical),SD,43.07916,-97.15866
Sheffield,SD,44.41304,-98.07398
Shelby,SD,43.94805,-99.18732
Sheldon Trailor Town,SD,44.26886,-96.81617
Sherman,SD,43.75914,-96.47615
Shindler,SD,43.47498,-96.64866
Silver Valley Addition,SD,43.53359,-96.80755
Sinai,SD,44.24441,-97.04089
Sioux Falls,SD,43.54369,-96.72796
Sioux Falls Junction,SD,43.97914,-96.68949
Sisseton,SD,45.66468,-97.0498
Skyline Heights,SD,43.60692,-96.76172
Smiths Park,SD,43.93497,-96.997
Sorum Heights,SD,43.65414,-96.70894
Sorum Addition,SD,43.65109,-96.71338
South Dakota Park,SD,45.41746,-96.7009
South Shore,SD,45.1058,-96.92868
Spain,SD,45.70301,-97.78594
Spencer,SD,43.72748,-97.59312
Spink,SD,42.85194,-96.74698
Spink Colony,SD,44.74664,-98.29204
Split Rock Heights,SD,43.52803,-96.64977
Spottswood,SD,44.6522,-98.50565
Spring Creek Colony,SD,45.90914,-98.87872
Spring Grove,SD,45.46302,-97.05008
Spring Valley,SD,43.20416,-97.26895
Spring Valley Colony,SD,44.04055,-98.88704
Springfield,SD,42.85417,-97.89729
Stanley Corner,SD,43.54332,-97.38784
Star Corner (historical),SD,43.04027,-97.06422
Stephan,SD,44.24804,-99.45316
Stickney,SD,43.58916,-98.4373
Stockholm,SD,45.09969,-96.80201
Stone Bridge,SD,44.60219,-97.05979
Storla,SD,43.8636,-98.35147
Strandburg,SD,45.04413,-96.76062
Stratford,SD,45.31636,-98.30482
Success (historical),SD,44.57052,-97.53647
Summit,SD,45.30441,-97.03647
Sundahl Trailer Court,SD,44.34136,-96.77755
Sunnyview,SD,44.34469,-96.78533
Sweetland (historical),SD,44.34054,-98.98482
Tabor,SD,42.94861,-97.65895
Tacoma Park,SD,45.54302,-98.24704
Tea,SD,43.44637,-96.83588
Thomas,SD,44.7608,-97.20952
Tolstoy,SD,45.20804,-99.61428
Toronto,SD,44.57302,-96.64255
Torvik Subdivision,SD,45.66246,-97.07703
Trent,SD,43.90636,-96.65394
Tripp,SD,43.22555,-97.96591
Troy,SD,45.03746,-96.86535
Tschetter Colony,SD,43.37026,-97.68618
Tulare,SD,44.73803,-98.50982
Tunerville,SD,44.89024,-96.68117
Turkey Ridge,SD,43.2436,-97.2795
Turton,SD,45.04969,-98.09565
Twin Brooks,SD,45.2058,-96.77951
Tyndall,SD,42.99333,-97.86285
Unityville,SD,43.80137,-97.45257
Utica,SD,42.98111,-97.49645
Valley Springs,SD,43.58247,-96.46782
Valley View Estates,SD,45.65413,-97.12453
Valleyview,SD,42.96722,-97.27894
Veblen,SD,45.86301,-97.28759
Vedin Corner,SD,43.08249,-97.39895
Verdon,SD,45.24385,-98.09759
Vermillion,SD,42.77944,-96.92921
Viborg,SD,43.17027,-97.08144
Victor,SD,45.86885,-96.83286
Vienna,SD,44.70302,-97.50147
Vilas,SD,44.01053,-97.59729
Virgil,SD,44.29082,-98.42426
Volga,SD,44.32358,-96.92645
Volin,SD,42.95722,-97.18033
Wagner,SD,43.07972,-98.29313
Wakonda,SD,43.00833,-97.10672
Wallace,SD,45.08607,-97.47592
Ward,SD,44.15469,-96.46032
Warner,SD,45.32581,-98.49537
Watertown,SD,44.89941,-97.11507
Waubay,SD,45.3319,-97.30508
Webster,SD,45.33218,-97.52009
Webster Grove Addition,SD,43.54886,-96.81144
Wecota,SD,45.17247,-99.11761
Wentworth,SD,43.99719,-96.96422
Wessington,SD,44.45415,-98.69704
